"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue May 16 19:05:20 GMT 2023","Tue May 16 19:06:26 GMT 2023","66027","","Navigation tests TF - Desktop","","","","Test the redirection of the TF logo from PDP to Home",""
"passed","Tue May 16 18:32:17 GMT 2023","Tue May 16 18:32:40 GMT 2023","22332","","Category tests TF - Desktop","","","","Validate ordenation by Mais Vendidos",""
"passed","Tue May 16 20:15:13 GMT 2023","Tue May 16 20:16:52 GMT 2023","98839","","Checkout tests TF - Mobile","","","","Validade visa - SamsungS10",""
"passed","Tue May 16 20:44:04 GMT 2023","Tue May 16 20:44:27 GMT 2023","22452","","Product Detail Page tests TF - Mobile","","","","At IPhoneXR Share Product",""
"failed","Tue May 16 19:01:51 GMT 2023","Tue May 16 19:02:57 GMT 2023","66695","","Navigation tests TF - Desktop","","","","Test the redirection of the TF logo from PLP to Home",""
"passed","Tue May 16 18:40:34 GMT 2023","Tue May 16 18:41:12 GMT 2023","37861","","Checkout tests TF - Desktop","","","","Validade mandatory document alert is displayed",""
"passed","Tue May 16 20:28:55 GMT 2023","Tue May 16 20:30:12 GMT 2023","77075","","My Account tests TF - Mobile","","","","At SamsungS10 edit personal data - Gender F",""
"passed","Tue May 16 20:19:00 GMT 2023","Tue May 16 20:19:29 GMT 2023","29568","","Checkout tests TF - Mobile","","","","Validade mandatory firstname alert is displayed - SamsungS10",""
"passed","Tue May 16 19:54:36 GMT 2023","Tue May 16 19:55:14 GMT 2023","37898","","Cart tests TF - Mobile","","","","At SamsungS10 Add item with two quantity",""
"passed","Tue May 16 20:32:55 GMT 2023","Tue May 16 20:34:13 GMT 2023","77076","","My Account tests TF - Mobile","","","","At SamsungS10 edit an address",""
"passed","Tue May 16 18:48:47 GMT 2023","Tue May 16 18:49:13 GMT 2023","25606","","Login tests TF - Desktop","","","","Login with invalid email format",""
"passed","Tue May 16 18:27:48 GMT 2023","Tue May 16 18:28:21 GMT 2023","33505","","Cart tests TF - Desktop","","","","Clear all cart",""
"passed","Tue May 16 19:55:59 GMT 2023","Tue May 16 19:56:22 GMT 2023","22399","","Cart tests TF - Mobile","","","","At SamsungS10 Calculate valid shipping at Cart",""
"passed","Tue May 16 20:23:08 GMT 2023","Tue May 16 20:23:50 GMT 2023","42003","","Login tests TF - Mobile","","","","At SamsungS10 Login with incorrect password",""
"passed","Tue May 16 20:01:45 GMT 2023","Tue May 16 20:02:10 GMT 2023","25423","","Category tests TF - Mobile","","","","Validate product card SamsungS10",""
"passed","Tue May 16 18:54:07 GMT 2023","Tue May 16 18:55:05 GMT 2023","57839","","My Account tests TF - Desktop","","","","At Desktop add a new address",""
"passed","Tue May 16 19:09:39 GMT 2023","Tue May 16 19:09:59 GMT 2023","20443","","Product Detail Page tests TF - Desktop","","","","At Desktop validate price block",""
"passed","Tue May 16 20:07:10 GMT 2023","Tue May 16 20:07:42 GMT 2023","31878","","Category tests TF - Mobile","","","","Validate ordenation by Maior preço SamsungS10",""
"passed","Tue May 16 20:08:24 GMT 2023","Tue May 16 20:08:52 GMT 2023","27734","","Category tests TF - Mobile","","","","Validate ordenation by De A a Z SamsungS10",""
"passed","Tue May 16 20:36:51 GMT 2023","Tue May 16 20:37:08 GMT 2023","17435","","Navigation tests TF - Mobile","","","","Test the redirection of the TF logo from PDP to Home - SamsungS10",""
"passed","Tue May 16 20:43:14 GMT 2023","Tue May 16 20:43:31 GMT 2023","16526","","Product Detail Page tests TF - Mobile","","","","At SamsungS10 validate product image",""
"passed","Tue May 16 18:49:16 GMT 2023","Tue May 16 18:49:55 GMT 2023","38359","","Login tests TF - Desktop","","","","Loggout",""
"passed","Tue May 16 18:14:00 GMT 2023","Tue May 16 18:15:03 GMT 2023","62541","","Cart tests TF - Desktop","","","","Add item to cart",""
"failed","Tue May 16 18:25:42 GMT 2023","Tue May 16 18:27:02 GMT 2023","80214","","Cart tests TF - Desktop","","","","Add invalid discount coupon",""
"passed","Tue May 16 20:37:34 GMT 2023","Tue May 16 20:38:01 GMT 2023","27077","","Navigation tests TF - Mobile","","","","Test the search bar with non inexistent product - SamsungS10",""
"passed","Tue May 16 18:37:57 GMT 2023","Tue May 16 18:38:21 GMT 2023","24105","","Category tests TF - Desktop","","","","Validate ordenation by De A a Z",""
"passed","Tue May 16 18:41:50 GMT 2023","Tue May 16 18:42:21 GMT 2023","30850","","Checkout tests TF - Desktop","","","","Validade mandatory lastname alert is displayed",""
"passed","Tue May 16 19:51:40 GMT 2023","Tue May 16 19:53:44 GMT 2023","123694","","Cart tests TF - Mobile","","","","At SamsungS10 Add two items to cart",""
"passed","Tue May 16 18:36:53 GMT 2023","Tue May 16 18:37:17 GMT 2023","23400","","Category tests TF - Desktop","","","","Validate ordenation by Maior preço",""
"failed","Tue May 16 20:40:24 GMT 2023","Tue May 16 20:41:34 GMT 2023","69296","","Navigation tests TF - Mobile","","","","Browse for categories - SamsungS10",""
"passed","Tue May 16 19:56:47 GMT 2023","Tue May 16 19:57:11 GMT 2023","23997","","Cart tests TF - Mobile","","","","At SamsungS10 calculate alphanumeric shipping at Cart",""
"passed","Tue May 16 18:29:19 GMT 2023","Tue May 16 18:29:53 GMT 2023","34135","","Cart tests TF - Desktop","","","","Calculate valid shipping at Cart",""
"failed","Tue May 16 18:19:32 GMT 2023","Tue May 16 18:21:28 GMT 2023","115572","","Cart tests TF - Desktop","","","","Add two items to cart",""
"passed","Tue May 16 20:44:30 GMT 2023","Tue May 16 20:44:34 GMT 2023","4303","","Product Detail Page tests TF - Mobile","","","","At SamsungS10 validate button wishlist",""
"passed","Tue May 16 20:09:00 GMT 2023","Tue May 16 20:09:28 GMT 2023","28715","","Category tests TF - Mobile","","","","Validate ordenation by De Z a A SamsungS10",""
"passed","Tue May 16 18:22:28 GMT 2023","Tue May 16 18:22:57 GMT 2023","29236","","Cart tests TF - Desktop","","","","Calculate invalid shipping at Cart",""
"passed","Tue May 16 20:44:37 GMT 2023","Tue May 16 20:44:51 GMT 2023","13594","","Product Detail Page tests TF - Mobile","","","","At SamsungS10 validate size selector",""
"passed","Tue May 16 20:02:19 GMT 2023","Tue May 16 20:02:45 GMT 2023","26202","","Category tests TF - Mobile","","","","Validate ordenation by Mais Vendidos SamsungS10",""
"passed","Tue May 16 19:12:15 GMT 2023","Tue May 16 19:12:44 GMT 2023","29151","","Product Detail Page tests TF - Desktop","","","","At Desktop validate size selector",""
"passed","Tue May 16 20:21:50 GMT 2023","Tue May 16 20:23:05 GMT 2023","74545","","Login tests TF - Mobile","","","","At SamsungS10 Login with valid e-mail and password",""
"passed","Tue May 16 18:21:32 GMT 2023","Tue May 16 18:22:24 GMT 2023","52836","","Cart tests TF - Desktop","","","","Add item with two units",""
"passed","Tue May 16 18:47:22 GMT 2023","Tue May 16 18:47:48 GMT 2023","26192","","Login tests TF - Desktop","","","","Login with incorrect password",""
"passed","Tue May 16 18:37:27 GMT 2023","Tue May 16 18:37:52 GMT 2023","25305","","Category tests TF - Desktop","","","","Validate ordenation by Menor preço",""
"passed","Tue May 16 20:31:35 GMT 2023","Tue May 16 20:32:52 GMT 2023","76787","","My Account tests TF - Mobile","","","","At SamsungS10 add a new address",""
"passed","Tue May 16 19:49:05 GMT 2023","Tue May 16 19:50:00 GMT 2023","54833","","Cart tests TF - Mobile","","","","At SamsungS10 Add item to cart",""
"passed","Tue May 16 20:34:16 GMT 2023","Tue May 16 20:35:09 GMT 2023","52727","","My Account tests TF - Mobile","","","","At SamsungS10 check my orders",""
"passed","Tue May 16 20:12:26 GMT 2023","Tue May 16 20:13:16 GMT 2023","50329","","Category tests TF - Mobile","","","","Validate Button Mostrar Mais SamsungS10",""
"passed","Tue May 16 18:55:50 GMT 2023","Tue May 16 18:56:06 GMT 2023","16152","","Navigation tests TF - Desktop","","","","Validate footer TF links",""
"failed","Tue May 16 19:08:00 GMT 2023","Tue May 16 19:08:19 GMT 2023","19560","","Navigation tests TF - Desktop","","","","Browse for categories",""
"passed","Tue May 16 20:07:49 GMT 2023","Tue May 16 20:08:16 GMT 2023","26935","","Category tests TF - Mobile","","","","Validate ordenation by Menor preço SamsungS10",""
"passed","Tue May 16 19:06:30 GMT 2023","Tue May 16 19:07:07 GMT 2023","37437","","Navigation tests TF - Desktop","","","","Test the search bar with non inexistent product",""
"passed","Tue May 16 19:10:23 GMT 2023","Tue May 16 19:10:47 GMT 2023","24440","","Product Detail Page tests TF - Desktop","","","","At Desktop Calculate valid shipping in the product page",""
"passed","Tue May 16 18:51:43 GMT 2023","Tue May 16 18:52:34 GMT 2023","51060","","My Account tests TF - Desktop","","","","At Desktop edit personal data - Gender F",""
"passed","Tue May 16 18:41:15 GMT 2023","Tue May 16 18:41:47 GMT 2023","31819","","Checkout tests TF - Desktop","","","","Validade mandatory firstname alert is displayed",""
"passed","Tue May 16 20:36:05 GMT 2023","Tue May 16 20:36:25 GMT 2023","20270","","Navigation tests TF - Mobile","","","","Test the redirection of the TF logo from PLP to Home - SamsungS10",""
"passed","Tue May 16 19:53:48 GMT 2023","Tue May 16 19:54:11 GMT 2023","23135","","Cart tests TF - Mobile","","","","At SamsungS10 Remove item from the cart",""
"passed","Tue May 16 20:16:56 GMT 2023","Tue May 16 20:17:54 GMT 2023","57475","","Checkout tests TF - Mobile","","","","Validade american express - SamsungS10",""
"failed","Tue May 16 18:35:39 GMT 2023","Tue May 16 18:36:49 GMT 2023","70664","","Category tests TF - Desktop","","","","Validate ordenation by Descontos",""
"passed","Tue May 16 20:20:05 GMT 2023","Tue May 16 20:20:31 GMT 2023","26194","","Checkout tests TF - Mobile","","","","Validade mandatory document alert is displayed - SamsungS10",""
"passed","Tue May 16 20:30:16 GMT 2023","Tue May 16 20:31:31 GMT 2023","75014","","My Account tests TF - Mobile","","","","At SamsungS10 edit personal data - Gender M",""
"passed","Tue May 16 18:28:26 GMT 2023","Tue May 16 18:29:15 GMT 2023","49363","","Cart tests TF - Desktop","","","","Reduce item units in the cart",""
"passed","Tue May 16 19:11:59 GMT 2023","Tue May 16 19:12:12 GMT 2023","13245","","Product Detail Page tests TF - Desktop","","","","At Desktop validate button wishlist",""
"passed","Tue May 16 18:39:01 GMT 2023","Tue May 16 18:39:34 GMT 2023","33416","","Category tests TF - Desktop","","","","Validate Button Mostrar Mais",""
