"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 24 22:21:33 GMT 2023","Wed May 24 22:22:40 GMT 2023","67552","","My Account tests TF - Mobile","","","","At SamsungS10 add a new address",""
"passed","Wed May 24 20:48:53 GMT 2023","Wed May 24 20:49:26 GMT 2023","32367","","Cart tests TF - Desktop","","","","Calculate alphanumeric shipping at Cart",""
"passed","Wed May 24 22:33:26 GMT 2023","Wed May 24 22:33:41 GMT 2023","15679","","Product Detail Page tests TF - Mobile","","","","At SamsungS10 validate price block",""
"passed","Wed May 24 21:00:35 GMT 2023","Wed May 24 21:01:00 GMT 2023","25855","","Checkout tests TF - Desktop","","","","Validade mandatory phone alert is displayed",""
"passed","Wed May 24 21:55:54 GMT 2023","Wed May 24 21:56:18 GMT 2023","23652","","Category tests TF - Mobile","","","","Validate ordenation by Mais recentes SamsungS10",""
"passed","Wed May 24 21:29:21 GMT 2023","Wed May 24 21:29:46 GMT 2023","25033","","Product Detail Page tests TF - Desktop","","","","At Desktop validate size selector",""
"passed","Wed May 24 22:28:08 GMT 2023","Wed May 24 22:28:34 GMT 2023","25643","","Navigation tests TF - Mobile","","","","Test the search bar with non inexistent product - SamsungS10",""
"passed","Wed May 24 22:26:14 GMT 2023","Wed May 24 22:26:33 GMT 2023","18809","","Navigation tests TF - Mobile","","","","Test the redirection of the TF logo from PLP to Home - SamsungS10",""
"passed","Wed May 24 20:59:33 GMT 2023","Wed May 24 21:00:00 GMT 2023","27742","","Checkout tests TF - Desktop","","","","Validade mandatory firstname alert is displayed",""
"passed","Wed May 24 22:12:16 GMT 2023","Wed May 24 22:13:31 GMT 2023","75029","","Login tests TF - Mobile","","","","At SamsungS10 Login with valid e-mail and password",""
"passed","Wed May 24 20:58:57 GMT 2023","Wed May 24 20:59:30 GMT 2023","32898","","Checkout tests TF - Desktop","","","","Validade mandatory document alert is displayed",""
"passed","Wed May 24 21:10:53 GMT 2023","Wed May 24 21:11:26 GMT 2023","33023","","My Account tests TF - Desktop","","","","At Desktop check my orders",""
"passed","Wed May 24 20:47:22 GMT 2023","Wed May 24 20:48:14 GMT 2023","51845","","Cart tests TF - Desktop","","","","Reduce item units in the cart",""
"failed","Wed May 24 20:44:27 GMT 2023","Wed May 24 20:45:46 GMT 2023","78149","","Cart tests TF - Desktop","","","","Add invalid discount coupon",""
"passed","Wed May 24 21:48:05 GMT 2023","Wed May 24 21:48:25 GMT 2023","20762","","Cart tests TF - Mobile","","","","At SamsungS10 Calculate valid shipping at Cart",""
"passed","Wed May 24 20:57:28 GMT 2023","Wed May 24 20:58:02 GMT 2023","34864","","Category tests TF - Desktop","","","","Validate Button Mostrar Mais",""
"passed","Wed May 24 22:01:42 GMT 2023","Wed May 24 22:02:10 GMT 2023","28259","","Category tests TF - Mobile","","","","Validate ordenation by De Z a A SamsungS10",""
"passed","Wed May 24 20:33:54 GMT 2023","Wed May 24 20:34:57 GMT 2023","63011","","Cart tests TF - Desktop","","","","Add item to cart",""
"passed","Wed May 24 21:27:28 GMT 2023","Wed May 24 21:27:50 GMT 2023","22335","","Product Detail Page tests TF - Desktop","","","","At Desktop Calculate valid shipping in the product page",""
"passed","Wed May 24 21:05:27 GMT 2023","Wed May 24 21:05:52 GMT 2023","24870","","Login tests TF - Desktop","","","","Login with incorrect email",""
"passed","Wed May 24 21:09:06 GMT 2023","Wed May 24 21:09:55 GMT 2023","49427","","My Account tests TF - Desktop","","","","At Desktop edit personal data - Gender F",""
"passed","Wed May 24 21:06:52 GMT 2023","Wed May 24 21:07:25 GMT 2023","33033","","Login tests TF - Desktop","","","","Loggout",""
"passed","Wed May 24 21:01:03 GMT 2023","Wed May 24 21:02:00 GMT 2023","56429","","Checkout tests TF - Desktop","","","","Validade mastercard",""
"failed","Wed May 24 21:22:29 GMT 2023","Wed May 24 21:23:37 GMT 2023","67323","","Navigation tests TF - Desktop","","","","Test the redirection of the TF logo from PDP to Home",""
"passed","Wed May 24 22:15:44 GMT 2023","Wed May 24 22:16:24 GMT 2023","39927","","Login tests TF - Mobile","","","","Login with invalid email format - SamsungS10",""
"passed","Wed May 24 21:13:02 GMT 2023","Wed May 24 21:13:18 GMT 2023","16032","","Navigation tests TF - Desktop","","","","Validate footer TF links",""
"passed","Wed May 24 22:33:46 GMT 2023","Wed May 24 22:34:03 GMT 2023","16836","","Product Detail Page tests TF - Mobile","","","","At SamsungS10 validate product image",""
"passed","Wed May 24 21:46:25 GMT 2023","Wed May 24 21:46:44 GMT 2023","19669","","Cart tests TF - Mobile","","","","At SamsungS10 Clear all cart",""
"failed","Wed May 24 21:15:31 GMT 2023","Wed May 24 21:16:34 GMT 2023","62800","","Navigation tests TF - Desktop","","","","Test the redirection of the TF logo from Home to Home",""
"passed","Wed May 24 20:40:17 GMT 2023","Wed May 24 20:41:04 GMT 2023","46378","","Cart tests TF - Desktop","","","","Add item with two units",""
"passed","Wed May 24 21:48:49 GMT 2023","Wed May 24 21:49:12 GMT 2023","22445","","Cart tests TF - Mobile","","","","At SamsungS10 calculate alphanumeric shipping at Cart",""
"passed","Wed May 24 21:46:48 GMT 2023","Wed May 24 21:47:24 GMT 2023","36433","","Cart tests TF - Mobile","","","","At SamsungS10 Add item with two quantity",""
"passed","Wed May 24 22:34:36 GMT 2023","Wed May 24 22:34:58 GMT 2023","22312","","Product Detail Page tests TF - Mobile","","","","At IPhoneXR Share Product",""
