"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 23 18:08:15 GMT 2023","Tue May 23 18:08:20 GMT 2023","4249","","Product Detail Page tests TF - Mobile","","","","At SamsungS10 validate button wishlist",""
"passed","Tue May 23 15:40:14 GMT 2023","Tue May 23 15:41:26 GMT 2023","71811","","My Account tests TF - Desktop","","","","At Desktop edit an address",""
"passed","Tue May 23 17:08:07 GMT 2023","Tue May 23 17:08:49 GMT 2023","41639","","Cart tests TF - Mobile","","","","At SamsungS10 Add item with two quantity",""
"passed","Tue May 23 17:34:30 GMT 2023","Tue May 23 17:35:03 GMT 2023","32366","","Checkout tests TF - Mobile","","","","Validade mandatory document alert is displayed - SamsungS10",""
"passed","Tue May 23 15:43:42 GMT 2023","Tue May 23 15:44:20 GMT 2023","38310","","My Account tests TF - Desktop","","","","At Desktop check my orders",""
"passed","Tue May 23 17:58:21 GMT 2023","Tue May 23 17:58:50 GMT 2023","28706","","Navigation tests TF - Mobile","","","","Validate footer TF links - SamsungS10",""
"passed","Tue May 23 15:42:37 GMT 2023","Tue May 23 15:43:37 GMT 2023","59974","","My Account tests TF - Desktop","","","","At Desktop edit personal data - Gender M",""
"passed","Tue May 23 15:37:18 GMT 2023","Tue May 23 15:37:54 GMT 2023","35126","","Login tests TF - Desktop","","","","Login with invalid email format",""
"passed","Tue May 23 17:40:50 GMT 2023","Tue May 23 17:41:34 GMT 2023","44804","","Login tests TF - Mobile","","","","Login with invalid email format - SamsungS10",""
"passed","Tue May 23 17:38:17 GMT 2023","Tue May 23 17:39:07 GMT 2023","49125","","Login tests TF - Mobile","","","","At SamsungS10 Login with incorrect password",""
"failed","Tue May 23 17:13:31 GMT 2023","Tue May 23 17:14:45 GMT 2023","74304","","Cart tests TF - Mobile","","","","At SamsungS10 Add invalid discount coupon",""
"passed","Tue May 23 15:35:19 GMT 2023","Tue May 23 15:35:55 GMT 2023","36361","","Login tests TF - Desktop","","","","Login with incorrect password",""
"passed","Tue May 23 16:03:22 GMT 2023","Tue May 23 16:03:50 GMT 2023","28810","","Product Detail Page tests TF - Desktop","","","","At Desktop Calculate invalid shipping in the product page",""
"passed","Tue May 23 15:08:58 GMT 2023","Tue May 23 15:09:55 GMT 2023","56974","","Cart tests TF - Desktop","","","","Reduce item units in the cart",""
"passed","Tue May 23 15:18:34 GMT 2023","Tue May 23 15:19:00 GMT 2023","25928","","Category tests TF - Desktop","","","","Validate ordenation by Maior preço",""
"passed","Tue May 23 16:02:00 GMT 2023","Tue May 23 16:02:21 GMT 2023","21106","","Product Detail Page tests TF - Desktop","","","","At Desktop validate price block",""
"passed","Tue May 23 17:33:11 GMT 2023","Tue May 23 17:33:50 GMT 2023","39385","","Checkout tests TF - Mobile","","","","Validade mandatory firstname alert is displayed - SamsungS10",""
"passed","Tue May 23 16:02:49 GMT 2023","Tue May 23 16:03:18 GMT 2023","29217","","Product Detail Page tests TF - Desktop","","","","At Desktop Calculate valid shipping in the product page",""
"passed","Tue May 23 15:01:37 GMT 2023","Tue May 23 15:02:29 GMT 2023","51886","","Cart tests TF - Desktop","","","","Add item with two units",""
"failed","Tue May 23 15:05:58 GMT 2023","Tue May 23 15:07:23 GMT 2023","85506","","Cart tests TF - Desktop","","","","Add invalid discount coupon",""
"passed","Tue May 23 15:08:14 GMT 2023","Tue May 23 15:08:54 GMT 2023","39151","","Cart tests TF - Desktop","","","","Clear all cart",""
"passed","Tue May 23 15:21:02 GMT 2023","Tue May 23 15:21:39 GMT 2023","36688","","Category tests TF - Desktop","","","","Validate Button Mostrar Mais",""
"passed","Tue May 23 17:16:03 GMT 2023","Tue May 23 17:16:28 GMT 2023","25183","","Category tests TF - Mobile","","","","Validate product card SamsungS10",""
"passed","Tue May 23 16:02:26 GMT 2023","Tue May 23 16:02:43 GMT 2023","17041","","Product Detail Page tests TF - Desktop","","","","At Desktop validate product image",""
"passed","Tue May 23 17:31:47 GMT 2023","Tue May 23 17:33:07 GMT 2023","80320","","Checkout tests TF - Mobile","","","","Validade mastercard - SamsungS10",""
"passed","Tue May 23 16:04:55 GMT 2023","Tue May 23 16:05:25 GMT 2023","29993","","Product Detail Page tests TF - Desktop","","","","At Desktop validate size selector",""
"passed","Tue May 23 15:46:46 GMT 2023","Tue May 23 15:47:05 GMT 2023","18240","","Navigation tests TF - Desktop","","","","Validate footer TF links",""
"passed","Tue May 23 17:16:35 GMT 2023","Tue May 23 17:17:05 GMT 2023","30258","","Category tests TF - Mobile","","","","Validate ordenation by Mais Vendidos SamsungS10",""
"failed","Tue May 23 15:33:39 GMT 2023","Tue May 23 15:35:15 GMT 2023","96121","","Login tests TF - Desktop","","","","Login with valid e-mail and password",""
"passed","Tue May 23 15:07:26 GMT 2023","Tue May 23 15:08:11 GMT 2023","44377","","Cart tests TF - Desktop","","","","Remove item from the cart",""
"passed","Tue May 23 17:10:32 GMT 2023","Tue May 23 17:10:59 GMT 2023","27702","","Cart tests TF - Mobile","","","","At SamsungS10 calculate alphanumeric shipping at Cart",""
"failed","Tue May 23 17:55:26 GMT 2023","Tue May 23 17:55:57 GMT 2023","30417","","Navigation tests TF - Mobile","","","","Test the redirection of the TF logo from PLP to Home - SamsungS10",""
"passed","Tue May 23 17:36:45 GMT 2023","Tue May 23 17:38:14 GMT 2023","88760","","Login tests TF - Mobile","","","","At SamsungS10 Login with valid e-mail and password",""
"passed","Tue May 23 18:07:48 GMT 2023","Tue May 23 18:08:13 GMT 2023","24292","","Product Detail Page tests TF - Mobile","","","","At IPhoneXR Share Product",""
"failed","Tue May 23 17:57:38 GMT 2023","Tue May 23 17:58:11 GMT 2023","33365","","Navigation tests TF - Mobile","","","","Test the redirection of the TF logo from PDP to Home - SamsungS10",""
"passed","Tue May 23 17:41:38 GMT 2023","Tue May 23 17:43:38 GMT 2023","120179","","Login tests TF - Mobile","","","","At SamsungS10 Loggout",""
"passed","Tue May 23 15:23:03 GMT 2023","Tue May 23 15:23:47 GMT 2023","43972","","Checkout tests TF - Desktop","","","","Validade mandatory document alert is displayed",""
"passed","Tue May 23 17:21:39 GMT 2023","Tue May 23 17:22:11 GMT 2023","32681","","Category tests TF - Mobile","","","","Validate ordenation by Maior preço SamsungS10",""
"passed","Tue May 23 17:17:12 GMT 2023","Tue May 23 17:17:41 GMT 2023","28897","","Category tests TF - Mobile","","","","Validate ordenation by Mais recentes SamsungS10",""
"passed","Tue May 23 17:48:30 GMT 2023","Tue May 23 17:50:04 GMT 2023","93763","","My Account tests TF - Mobile","","","","At SamsungS10 add a new address",""
"failed","Tue May 23 15:56:28 GMT 2023","Tue May 23 15:57:35 GMT 2023","67819","","Navigation tests TF - Desktop","","","","Test the redirection of the TF logo from PDP to Home",""
"passed","Tue May 23 15:35:59 GMT 2023","Tue May 23 15:36:34 GMT 2023","35098","","Login tests TF - Desktop","","","","Login with incorrect email",""
"passed","Tue May 23 17:39:10 GMT 2023","Tue May 23 17:39:55 GMT 2023","44777","","Login tests TF - Mobile","","","","At SamsungS10 Login with incorrect email",""
"failed","Tue May 23 15:59:13 GMT 2023","Tue May 23 15:59:36 GMT 2023","23565","","Navigation tests TF - Desktop","","","","Browse for categories",""
"passed","Tue May 23 15:41:31 GMT 2023","Tue May 23 15:42:32 GMT 2023","60869","","My Account tests TF - Desktop","","","","At Desktop edit personal data - Gender F",""
"passed","Tue May 23 18:05:47 GMT 2023","Tue May 23 18:06:21 GMT 2023","33560","","Product Detail Page tests TF - Mobile","","","","At SamsungS10 Calculate invalid shipping in the product page",""
"passed","Tue May 23 17:05:03 GMT 2023","Tue May 23 17:07:06 GMT 2023","123105","","Cart tests TF - Mobile","","","","At SamsungS10 Add two items to cart",""
"passed","Tue May 23 17:58:56 GMT 2023","Tue May 23 17:59:43 GMT 2023","46714","","Navigation tests TF - Mobile","","","","Test the search bar with non inexistent product - SamsungS10",""
"failed","Tue May 23 15:52:53 GMT 2023","Tue May 23 15:54:02 GMT 2023","68137","","Navigation tests TF - Desktop","","","","Test the redirection of the TF logo from PLP to Home",""
"passed","Tue May 23 15:02:32 GMT 2023","Tue May 23 15:03:07 GMT 2023","34209","","Cart tests TF - Desktop","","","","Calculate invalid shipping at Cart",""
"passed","Tue May 23 17:46:56 GMT 2023","Tue May 23 17:48:26 GMT 2023","90004","","My Account tests TF - Mobile","","","","At SamsungS10 edit personal data - Gender M",""
"passed","Tue May 23 17:10:07 GMT 2023","Tue May 23 17:10:28 GMT 2023","20663","","Cart tests TF - Mobile","","","","At SamsungS10 invalid shipping at Cart",""
"passed","Tue May 23 15:28:19 GMT 2023","Tue May 23 15:29:34 GMT 2023","74450","","Checkout tests TF - Desktop","","","","Validade american express",""
"passed","Tue May 23 15:14:21 GMT 2023","Tue May 23 15:14:45 GMT 2023","24234","","Category tests TF - Desktop","","","","Validate ordenation by Mais recentes",""
"passed","Tue May 23 15:36:38 GMT 2023","Tue May 23 15:37:15 GMT 2023","36689","","Login tests TF - Desktop","","","","Login with incorrect email and password",""
"passed","Tue May 23 16:04:35 GMT 2023","Tue May 23 16:04:50 GMT 2023","14215","","Product Detail Page tests TF - Desktop","","","","At Desktop validate button wishlist",""
"failed","Tue May 23 17:20:19 GMT 2023","Tue May 23 17:21:35 GMT 2023","75613","","Category tests TF - Mobile","","","","Validate ordenation by Descontos SamsungS10",""
"passed","Tue May 23 17:07:40 GMT 2023","Tue May 23 17:08:04 GMT 2023","24047","","Cart tests TF - Mobile","","","","At SamsungS10 Clear all cart",""
"passed","Tue May 23 17:30:30 GMT 2023","Tue May 23 17:31:43 GMT 2023","73531","","Checkout tests TF - Mobile","","","","Validade american express - SamsungS10",""
"passed","Tue May 23 18:06:24 GMT 2023","Tue May 23 18:06:45 GMT 2023","21296","","Product Detail Page tests TF - Mobile","","","","At SamsungS10 validate price block",""
"failed","Tue May 23 14:59:19 GMT 2023","Tue May 23 15:01:32 GMT 2023","133084","","Cart tests TF - Desktop","","","","Add two items to cart",""
"passed","Tue May 23 15:25:10 GMT 2023","Tue May 23 15:25:45 GMT 2023","34824","","Checkout tests TF - Desktop","","","","Validade mandatory phone alert is displayed",""
"passed","Tue May 23 18:08:23 GMT 2023","Tue May 23 18:08:38 GMT 2023","15112","","Product Detail Page tests TF - Mobile","","","","At SamsungS10 validate size selector",""
"passed","Tue May 23 17:27:09 GMT 2023","Tue May 23 17:27:51 GMT 2023","42272","","Category tests TF - Mobile","","","","Validate Button Mostrar Mais SamsungS10",""
"passed","Tue May 23 17:51:45 GMT 2023","Tue May 23 17:52:41 GMT 2023","56162","","My Account tests TF - Mobile","","","","At SamsungS10 check my orders",""
"passed","Tue May 23 17:08:52 GMT 2023","Tue May 23 17:09:36 GMT 2023","43836","","Cart tests TF - Mobile","","","","At SamsungS10 Reduce item quantity in the cart",""
"passed","Tue May 23 17:07:10 GMT 2023","Tue May 23 17:07:37 GMT 2023","27413","","Cart tests TF - Mobile","","","","At SamsungS10 Remove item from the cart",""
"passed","Tue May 23 14:53:07 GMT 2023","Tue May 23 14:54:18 GMT 2023","71038","","Cart tests TF - Desktop","","","","Add item to cart",""
"passed","Tue May 23 15:13:48 GMT 2023","Tue May 23 15:14:13 GMT 2023","24750","","Category tests TF - Desktop","","","","Validate ordenation by Mais Vendidos",""
"passed","Tue May 23 15:25:49 GMT 2023","Tue May 23 15:27:00 GMT 2023","71708","","Checkout tests TF - Desktop","","","","Validade mastercard",""
"passed","Tue May 23 17:09:39 GMT 2023","Tue May 23 17:10:04 GMT 2023","24573","","Cart tests TF - Mobile","","","","At SamsungS10 Calculate valid shipping at Cart",""
"passed","Tue May 23 15:13:17 GMT 2023","Tue May 23 15:13:42 GMT 2023","25538","","Category tests TF - Desktop","","","","Validate product card",""
"failed","Tue May 23 18:02:28 GMT 2023","Tue May 23 18:03:48 GMT 2023","79485","","Navigation tests TF - Mobile","","","","Browse for categories - SamsungS10",""
"passed","Tue May 23 17:39:58 GMT 2023","Tue May 23 17:40:46 GMT 2023","48134","","Login tests TF - Mobile","","","","At SamsungS10 Login with incorrect email and password",""
"passed","Tue May 23 15:57:39 GMT 2023","Tue May 23 15:58:20 GMT 2023","41382","","Navigation tests TF - Desktop","","","","Test the search bar with non inexistent product",""
"passed","Tue May 23 15:24:30 GMT 2023","Tue May 23 15:25:07 GMT 2023","36508","","Checkout tests TF - Desktop","","","","Validade mandatory lastname alert is displayed",""
"passed","Tue May 23 15:27:04 GMT 2023","Tue May 23 15:28:14 GMT 2023","70800","","Checkout tests TF - Desktop","","","","Validade visa",""
"passed","Tue May 23 17:24:24 GMT 2023","Tue May 23 17:24:59 GMT 2023","35457","","Category tests TF - Mobile","","","","Validate ordenation by De A a Z SamsungS10",""
"passed","Tue May 23 15:20:25 GMT 2023","Tue May 23 15:20:50 GMT 2023","24708","","Category tests TF - Desktop","","","","Validate ordenation by De Z a A",""
